file,group,speaker,session,utterance,language,text
../../data/torgo-audio/F_Con/wav_arrayMic_FC01S01/wav_arrayMic_FC01S01_0002.wav,F_Con,FC01,S01,0002,en,API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API
../../data/torgo-audio/F_Con/wav_arrayMic_FC01S01/wav_arrayMic_FC01S01_0003.wav,F_Con,FC01,S01,0003,en,Thank you.
../../data/torgo-audio/F_Con/wav_arrayMic_FC01S01/wav_arrayMic_FC01S01_0004.wav,F_Con,FC01,S01,0004,en,Eypa Eypa Eypa Eypa Eypa Eypa Eypa
../../data/torgo-audio/F_Con/wav_arrayMic_FC01S01/wav_arrayMic_FC01S01_0005.wav,F_Con,FC01,S01,0005,en,Doug
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S03/wav_arrayMic_FC03S03_0001.wav,F_Con,FC03,S03,0001,en,"This, he added, brought about petty jealousies and petty personal grievances."
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S03/wav_arrayMic_FC03S03_0002.wav,F_Con,FC03,S03,0002,en,Hatch
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S03/wav_arrayMic_FC03S03_0003.wav,F_Con,FC03,S03,0003,en,pet
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S03/wav_arrayMic_FC03S03_0004.wav,F_Con,FC03,S03,0004,en,Row Okay.
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S03/wav_arrayMic_FC03S03_0005.wav,F_Con,FC03,S03,0005,en,Feet.
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S02/.wav,F_Con,FC03,S02,,en,Catastrophic economic cutbacks neglect the poor.
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S02/wav_arrayMic_FC03S02_0001.wav,F_Con,FC03,S02,0001,en,The hotel owner struggled.
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S02/wav_arrayMic_FC03S02_0002.wav,F_Con,FC03,S02,0002,en,The hotel owner shrugged.
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S02/wav_arrayMic_FC03S02_0003.wav,F_Con,FC03,S02,0003,en,Litter.
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S02/wav_arrayMic_FC03S02_0004.wav,F_Con,FC03,S02,0004,en,Bitter.
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S01/wav_arrayMic_FC03S01_0001.wav,F_Con,FC03,S01,0001,en,"The Petka, Petka, Petka, Petka, Petka, Petka."
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S01/wav_arrayMic_FC03S01_0002.wav,F_Con,FC03,S01,0002,en,API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S01/wav_arrayMic_FC03S01_0003.wav,F_Con,FC03,S01,0003,en,The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S01/wav_arrayMic_FC03S01_0004.wav,F_Con,FC03,S01,0004,en,and good
../../data/torgo-audio/F_Con/wav_arrayMic_FC03S01/wav_arrayMic_FC03S01_0005.wav,F_Con,FC03,S01,0005,en,born
../../data/torgo-audio/F_Con/wav_arrayMic_FC02S03/wav_arrayMic_FC02S03_0001.wav,F_Con,FC02,S03,0001,en,Partica!
../../data/torgo-audio/F_Con/wav_arrayMic_FC02S03/wav_arrayMic_FC02S03_0002.wav,F_Con,FC02,S03,0002,en,"Epa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa,"
../../data/torgo-audio/F_Con/wav_arrayMic_FC02S03/wav_arrayMic_FC02S03_0003.wav,F_Con,FC02,S03,0003,en,and stop
../../data/torgo-audio/F_Con/wav_arrayMic_FC02S03/wav_arrayMic_FC02S03_0004.wav,F_Con,FC02,S03,0004,en,API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API
../../data/torgo-audio/F_Con/wav_arrayMic_FC02S03/wav_arrayMic_FC02S03_0005.wav,F_Con,FC02,S03,0005,en,API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API
../../data/torgo-audio/F_Con/wav_arrayMic_FC02S02/wav_arrayMic_FC02S02_0001.wav,F_Con,FC02,S02,0001,en,The
../../data/torgo-audio/F_Con/wav_arrayMic_FC02S02/wav_arrayMic_FC02S02_0002.wav,F_Con,FC02,S02,0002,en,The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
../../data/torgo-audio/F_Con/wav_arrayMic_FC02S02/wav_arrayMic_FC02S02_0003.wav,F_Con,FC02,S02,0003,en,Thank you.
../../data/torgo-audio/F_Con/wav_arrayMic_FC02S02/wav_arrayMic_FC02S02_0004.wav,F_Con,FC02,S02,0004,en,The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
../../data/torgo-audio/F_Con/wav_arrayMic_FC02S02/wav_arrayMic_FC02S02_0005.wav,F_Con,FC02,S02,0005,en,No.
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S02/wav_arrayMic_MC01S02_0001.wav,M_Con,MC01,S02,0001,en,Echo
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S02/wav_arrayMic_MC01S02_0002.wav,M_Con,MC01,S02,0002,en,much
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S02/wav_arrayMic_MC01S02_0003.wav,M_Con,MC01,S02,0003,en,M.
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S02/wav_arrayMic_MC01S02_0004.wav,M_Con,MC01,S02,0004,en,Hark.
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S02/wav_arrayMic_MC01S02_0005.wav,M_Con,MC01,S02,0005,en,sitting
../../data/torgo-audio/M_Con/wav_arrayMic_MC04S01/wav_arrayMic_MC04S01_0001.wav,M_Con,MC04,S01,0001,en,"Practical, practical, practical, practical, practical, practical."
../../data/torgo-audio/M_Con/wav_arrayMic_MC04S01/wav_arrayMic_MC04S01_0002.wav,M_Con,MC04,S01,0002,en,"One, two, three, and stop recording. Perfect."
../../data/torgo-audio/M_Con/wav_arrayMic_MC04S01/wav_arrayMic_MC04S01_0003.wav,M_Con,MC04,S01,0003,en,Ahpi Ahpi Ahpi Ahpi Ahpi Ahpi Ahpi
../../data/torgo-audio/M_Con/wav_arrayMic_MC04S01/wav_arrayMic_MC04S01_0004.wav,M_Con,MC04,S01,0004,en,Eepa Eepa Eepa Eepa Eepa
../../data/torgo-audio/M_Con/wav_arrayMic_MC04S01/wav_arrayMic_MC04S01_0005.wav,M_Con,MC04,S01,0005,en,Jacket.
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S03/wav_arrayMic_MC01S03_0001.wav,M_Con,MC01,S03,0001,en,T.
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S03/wav_arrayMic_MC01S03_0002.wav,M_Con,MC01,S03,0002,en,fork
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S03/wav_arrayMic_MC01S03_0003.wav,M_Con,MC01,S03,0003,en,Worst luck was still to come.
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S03/wav_arrayMic_MC01S03_0004.wav,M_Con,MC01,S03,0004,en,Addition and subtraction are learned skills.
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S03/wav_arrayMic_MC01S03_0005.wav,M_Con,MC01,S03,0005,en,code
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S01/wav_arrayMic_MC01S01_0001.wav,M_Con,MC01,S01,0001,is,Api api api api api api api
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S01/wav_arrayMic_MC01S01_0002.wav,M_Con,MC01,S01,0002,en,"The The E-pah, E-pah, E-pah, E-pah. Stop. So one."
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S01/wav_arrayMic_MC01S01_0003.wav,M_Con,MC01,S01,0003,en,pasaka
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S01/wav_arrayMic_MC01S01_0004.wav,M_Con,MC01,S01,0004,en,Yeah. And stop.
../../data/torgo-audio/M_Con/wav_arrayMic_MC01S01/wav_arrayMic_MC01S01_0005.wav,M_Con,MC01,S01,0005,en,Sparks Sparks Sparks
../../data/torgo-audio/M_Con/wav_arrayMic_MC03S01/wav_arrayMic_MC03S01_0001.wav,M_Con,MC03,S01,0001,en,Padaka Padaka Padaka Padaka Padaka Padaka Padaka Padaka Padaka
../../data/torgo-audio/M_Con/wav_arrayMic_MC03S01/wav_arrayMic_MC03S01_0002.wav,M_Con,MC03,S01,0002,en,"APE, APE, APE, APE."
../../data/torgo-audio/M_Con/wav_arrayMic_MC03S01/wav_arrayMic_MC03S01_0003.wav,M_Con,MC03,S01,0003,ja,はい、来た。
../../data/torgo-audio/M_Con/wav_arrayMic_MC03S01/wav_arrayMic_MC03S01_0004.wav,M_Con,MC03,S01,0004,en,"Eepa, eepa, eepa, eepa, eepa, eepa"
../../data/torgo-audio/M_Con/wav_arrayMic_MC03S01/wav_arrayMic_MC03S01_0005.wav,M_Con,MC03,S01,0005,en,"Kids stealing cookies from the cookie jar, mother washing dishes."
../../data/torgo-audio/M_Con/wav_arrayMic_MC02S02/wav_arrayMic_MC02S02_0007.wav,M_Con,MC02,S02,0007,en,Help Greg to pick a peck of potatoes.
../../data/torgo-audio/M_Con/wav_arrayMic_MC02S02/wav_arrayMic_MC02S02_0008.wav,M_Con,MC02,S02,0008,en,Nend
../../data/torgo-audio/M_Con/wav_arrayMic_MC02S02/wav_arrayMic_MC02S02_0009.wav,M_Con,MC02,S02,0009,en,then we really have some place to go.
../../data/torgo-audio/M_Con/wav_arrayMic_MC02S02/wav_arrayMic_MC02S02_0010.wav,M_Con,MC02,S02,0010,en,Please open the window quickly.
../../data/torgo-audio/M_Con/wav_arrayMic_MC02S02/wav_arrayMic_MC02S02_0011.wav,M_Con,MC02,S02,0011,en,It's fun to roast marshmallows on a gas burner.
../../data/torgo-audio/M_Con/wav_arrayMic_MC02S01/wav_arrayMic_MC02S01_0001.wav,M_Con,MC02,S01,0001,is,Ípa
../../data/torgo-audio/M_Con/wav_arrayMic_MC02S01/wav_arrayMic_MC02S01_0002.wav,M_Con,MC02,S01,0002,en,The
../../data/torgo-audio/M_Con/wav_arrayMic_MC02S01/wav_arrayMic_MC02S01_0003.wav,M_Con,MC02,S01,0003,en,And stop.
../../data/torgo-audio/M_Con/wav_arrayMic_MC02S01/wav_arrayMic_MC02S01_0004.wav,M_Con,MC02,S01,0004,en,API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API API
../../data/torgo-audio/M_Con/wav_arrayMic_MC02S01/wav_arrayMic_MC02S01_0005.wav,M_Con,MC02,S01,0005,en,Eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
../../data/torgo-audio/M_Con/wav_arrayMic_MC03S02/wav_arrayMic_MC03S02_0001.wav,M_Con,MC03,S02,0001,en,fork
../../data/torgo-audio/M_Con/wav_arrayMic_MC03S02/wav_arrayMic_MC03S02_0002.wav,M_Con,MC03,S02,0002,en,Help celebrate your brother's success.
../../data/torgo-audio/M_Con/wav_arrayMic_MC03S02/wav_arrayMic_MC03S02_0003.wav,M_Con,MC03,S02,0003,en,short.
../../data/torgo-audio/M_Con/wav_arrayMic_MC03S02/wav_arrayMic_MC03S02_0004.wav,M_Con,MC03,S02,0004,en,So.
../../data/torgo-audio/M_Con/wav_arrayMic_MC03S02/wav_arrayMic_MC03S02_0005.wav,M_Con,MC03,S02,0005,en,Bend.
../../data/torgo-audio/M_Con/wav_arrayMic_MC04S02/wav_arrayMic_MC04S02_0655.wav,M_Con,MC04,S02,0655,en,Beat.
../../data/torgo-audio/M_Con/wav_arrayMic_MC04S02/wav_arrayMic_MC04S02_0656.wav,M_Con,MC04,S02,0656,en,Beat.
../../data/torgo-audio/M_Con/wav_arrayMic_MC04S02/wav_arrayMic_MC04S02_0657.wav,M_Con,MC04,S02,0657,en,We just didn't look good.
../../data/torgo-audio/M_Con/wav_arrayMic_MC04S02/wav_arrayMic_MC04S02_0658.wav,M_Con,MC04,S02,0658,en,Lock.
../../data/torgo-audio/M_Con/wav_arrayMic_MC04S02/wav_arrayMic_MC04S02_0659.wav,M_Con,MC04,S02,0659,en,ache
../../data/torgo-audio/M_Dys/wav_arrayMic_M05S01/wav_arrayMic_M05S01_0001.wav,M_Dys,M05S,01,0001,en,The cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat cat
../../data/torgo-audio/M_Dys/wav_arrayMic_M05S01/wav_arrayMic_M05S01_0002.wav,M_Dys,M05S,01,0002,en,"I'll be happy, happy, happy, happy, happy, happy."
../../data/torgo-audio/M_Dys/wav_arrayMic_M05S01/wav_arrayMic_M05S01_0003.wav,M_Dys,M05S,01,0003,en,Stop.
../../data/torgo-audio/M_Dys/wav_arrayMic_M05S01/wav_arrayMic_M05S01_0004.wav,M_Dys,M05S,01,0004,en,Perfect Perfect Perfect Perfect
../../data/torgo-audio/M_Dys/wav_arrayMic_M05S01/wav_arrayMic_M05S01_0005.wav,M_Dys,M05S,01,0005,en,T-Troll
../../data/torgo-audio/M_Dys/wav_arrayMic_M01S01/wav_arrayMic_M01S01_0001.wav,M_Dys,M01S,01,0001,en,"Happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy"
../../data/torgo-audio/M_Dys/wav_arrayMic_M01S01/wav_arrayMic_M01S01_0002.wav,M_Dys,M01S,01,0002,en,Yippa Yippa Yippa Yippa Yippa
../../data/torgo-audio/M_Dys/wav_arrayMic_M01S01/wav_arrayMic_M01S01_0003.wav,M_Dys,M01S,01,0003,en,"For the crap, for the crap, for the crap, for the crap."
../../data/torgo-audio/M_Dys/wav_arrayMic_M01S01/wav_arrayMic_M01S01_0004.wav,M_Dys,M01S,01,0004,en,"Relax, and yeah, stop. Perfect."
../../data/torgo-audio/M_Dys/wav_arrayMic_M01S01/wav_arrayMic_M01S01_0005.wav,M_Dys,M01S,01,0005,en,"When he big is white, it does a bit crack and quivers a triple."
../../data/torgo-audio/M_Dys/wav_arrayMic_M02S01/wav_arrayMic_M02S01_0001.wav,M_Dys,M02S,01,0001,en,The
../../data/torgo-audio/M_Dys/wav_arrayMic_M02S01/wav_arrayMic_M02S01_0002.wav,M_Dys,M02S,01,0002,en,We'll see you next time.
../../data/torgo-audio/M_Dys/wav_arrayMic_M02S01/wav_arrayMic_M02S01_0003.wav,M_Dys,M02S,01,0003,en,I have peace. I have peace. I have peace. I have peace.
../../data/torgo-audio/M_Dys/wav_arrayMic_M02S01/wav_arrayMic_M02S01_0004.wav,M_Dys,M02S,01,0004,en,"You pop, you pop, you pop, you pop, you pop."
../../data/torgo-audio/M_Dys/wav_arrayMic_M02S01/wav_arrayMic_M02S01_0005.wav,M_Dys,M02S,01,0005,en,Oh
../../data/torgo-audio/M_Dys/wav_arrayMic_M01S02/wav_arrayMic_M01S02_0001.wav,M_Dys,M01S,02,0001,en,One.
